NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
06/14/2024,CoreCivic (South Texas Family Residential Center),Frio,Alamo WDA,433,08/13/2024,06/14/2024,Dilley
06/13/2024,Target Hospitality (Dilley South Texas Family Residential Center),Frio,Alamo WDA,95,08/12/2024,06/13/2024,Dilley
06/12/2024,Coach USA (Kerrvile Bus Company),Bexar,Alamo WDA,50,09/03/2024,06/12/2024,San Antonio
06/11/2024,Hunter Douglas Fabrication Company (Custom Brands Group) Updated,Collin,North Central Texas WDA,53,09/13/2024,06/11/2024,McKinney
06/10/2024,"Intrepid U.S.A., Inc.",Dallas,Dallas County WDA,102,08/05/2024,06/10/2024,Dallas
08/14/2024,Conn's HomePlus (Grand Prairie),Dallas,Dallas County WDA,16,10/07/2024,08/14/2024,Grand Prairie
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions San Marcos Office",Hays,Rural Capital WDA,17,09/30/2024,08/12/2024,San Marcos
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions Lockhart Office",Caldwell,Rural Capital WDA,3,09/30/2024,08/12/2024,Lockhart
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions Bastrop Office",Bastrop,Rural Capital WDA,8,09/30/2024,08/12/2024,Bastrop
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions Giddings Office",Lee,Rural Capital WDA,3,09/30/2024,08/12/2024,Giddings
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions La Grange Office",Fayette,Rural Capital WDA,1,09/30/2024,08/12/2024,La Grange
08/12/2024,"Arbor E&T, LLC Equus Workforce Solutions Round Rock",Williamson,Rural Capital WDA,26,09/30/2024,08/12/2024,Round Rock
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions Burnet",Burnet,Rural Capital WDA,6,09/30/2024,08/12/2024,Burnet
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions Llano Satellite Office",Llano,Rural Capital WDA,1,09/30/2024,08/12/2024,Llano
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions Johnson City Satellite Office",Blanco,Rural Capital WDA,1,09/30/2024,08/12/2024,Johnson City
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions Bartlett Satellite Office",Williamson,Rural Capital WDA,1,09/30/2024,08/12/2024,Bartlett
08/12/2024,"Arbor E & T, LLC Equus Workforce Solutions Taylor Satellite Office",Williamson,Rural Capital WDA,1,09/30/2024,08/12/2024,Taylor
08/12/2024,"INVISTA (Orange) Nylon Chemicals Americas, LLC",Orange,South East Texas WDA,75,09/16/2024,08/12/2024,Orange
08/12/2024,Landshark Bar & Grill,Bexar,Alamo WDA,18,08/17/2024,08/12/2024,San Antonio
08/08/2024,Seton Medical Center,Travis,Capital Area WDA,15,10/01/2024,08/08/2024,Austin
08/08/2024,Seton Medical Center Hays,Hays,Rural Capital WDA,16,10/01/2024,08/08/2024,Kyle
08/08/2024,Seton Highland Lakes Hospital,Burnet,Rural Capital WDA,15,10/01/2024,08/08/2024,Burnet
08/08/2024,Seton Northwest Hospital,Travis,Capital Area WDA,16,10/01/2024,08/08/2024,Austin
08/08/2024,Seton Medical Center Williams,Williamson,Rural Capital WDA,15,10/01/2024,08/08/2024,Round Rock
08/08/2024,Seton Southwest Medical Center,Travis,Capital Area WDA,15,10/01/2024,08/08/2024,Austin
08/08/2024,Texas Children's Hosptal (Texas Medical Center),Harris,Gulf Coast WDA,997,10/02/2024,08/08/2024,Houston
08/08/2024,ABM Texas (TCC Northeast),Tarrant,Tarrant County WDA,23,08/31/2024,08/08/2024,Hurst
08/08/2024,ABM Texas (TCC Northwest),Tarrant,Tarrant County WDA,23,08/31/2024,08/08/2024,Fort Worth
08/08/2024,ABM Texas (TCC South),Tarrant,Tarrant County WDA,23,08/31/2024,08/08/2024,Fort Worth
08/08/2024,ABM Texas (TCC Southeast),Tarrant,Tarrant County WDA,23,08/31/2024,08/08/2024,Arlington
08/08/2024,ABM Texas (TCC Trinity),Tarrant,Tarrant County WDA,23,08/31/2024,08/08/2024,Fort Worth
08/07/2024,Conn's Appliances (Beaumont Site),Jefferson,South East Texas WDA,32,09/23/2024,08/07/2024,Beaumont
08/07/2024,Conn's Appliances (Woodlands Site),Jefferson,Gulf Coast WDA,183,09/23/2024,08/07/2024,Beaumont
08/07/2024,Conn's Appliances (San Antonio),Bexar,Alamo WDA,36,09/23/2024,08/07/2024,San Antonio
08/07/2024,"Fleco Industries, LLC",Dallas,Dallas County WDA,174,09/29/2024,08/07/2024,Carrollton
08/07/2024,The Gunter Hotel San Antonio,Bexar,Alamo WDA,75,10/01/2024,08/07/2024,San Antonio
08/06/2024,MII Technologies (AOUSC),Bexar,Alamo WDA,57,10/31/2024,08/06/2024,San Antonio
08/05/2024,Exxon Mobil (Midland #1),Midland,Permian Basin WDA,1,09/30/2024,08/05/2024,Midland
08/05/2024,Exxon Mobil (Midland #2),Midland,Permian Basin WDA,7,09/30/2024,08/05/2024,Midland
08/05/2024,Exxon Mobil (Midland #3),Midland,Permian Basin WDA,10,09/30/2024,08/05/2024,Midland
08/01/2024,Exxon Mobile (Las Colinas Office),Dallas,Dallas County WDA,39,09/30/2024,08/01/2024,Irving
08/01/2024,Exxon Mobil (Big Lake),Reagan,Concho Valley WDA,2,09/30/2024,08/01/2024,Big Lake
07/29/2024,SunPower Corporation (Waterford),Travis,Capital Area WDA,6,09/24/2024,07/29/2024,Austin
07/26/2024,"BIMBO Bakeries USA, Inc.",Bexar,Alamo WDA,138,10/05/2024,07/26/2024,San Antonio
07/26/2024,Holiday Inn Club Vacations Incorporated,Galveston,Gulf Coast WDA,54,07/29/2024,07/26/2024,Galveston
07/25/2024,"GEODIS Logistics, LLC (Casestack)",Tarrant,Tarrant County WDA,76,09/17/2024,07/25/2024,Grand Prairie
07/25/2024,Quality Custom Distribution,Bexar,Alamo WDA,57,09/27/2024,07/25/2024,Schertz
07/23/2024,Pitney Bowes Inc.(Austin),Travis,Capital Area WDA,12,09/17/2024,07/23/2024,Austin
07/23/2024,Pitney Bowes Inc.(Irving),Dallas,Dallas County WDA,2,09/17/2024,07/23/2024,Irving
07/18/2024,Master WoodCraft Cabinetry (Marshall),Harrison,East Texas WDA,298,09/13/2024,07/18/2024,Marshall
07/18/2024,Master WoodCraft Cabinetry (Jefferson),Marion,East Texas WDA,76,09/13/2024,07/18/2024,Jefferson
07/18/2024,Golden Pass LNG Export Terminal (Sunbelt Rentals),Jefferson,South East Texas WDA,277,05/21/2024,07/18/2024,Port Arthur
07/18/2024,"STG International, Inc.",Frio,Alamo WDA,107,07/31/2024,07/18/2024,Dilley
07/17/2024,DHL Supply Chain (Carrollton),Dallas,Dallas County WDA,104,09/14/2024,07/17/2024,Carrollton
07/17/2024,"RXO Last Mile, Inc. (Greens Parkway)",Harris,Gulf Coast WDA,27,09/16/2024,07/17/2024,Houston
07/17/2024,Vectrus Systems Corporation(V2X) Sheppard Air Force Base,Archer,North Texas WDA,123,09/30/2024,07/17/2024,Wichita Falls
09/16/2024,Laboratory Corporation of America Holdings,Harris,Gulf Coast WDA,132,11/22/2024,09/16/2024,Houston
09/13/2024,Compass Group / Fresh & Ready Foods,Dallas,Dallas County WDA,,,09/13/2024,Dallas
09/12/2024,Southwest Key Program (Casa Trail House),El Paso,Borderplexjobs WDA,666,11/09/2024,09/12/2024,El Paso
09/11/2024,Southwestern Health Resources,Dallas,Dallas County WDA,129,09/10/2024,09/11/2024,Farmers Branch
09/10/2024,Management & Training Corp. - MTC Medical LLC  (Giles W. Dalby Facility),Garza,South Plains WDA,218,09/30/2024,09/10/2024,Post
09/06/2024,"Steward Medical Group, Inc.",Dallas,Dallas County WDA,40,10/29/2024,09/06/2024,Richardson
09/04/2024,Steward Health Care System,Bowie,North East Texas WDA,43,11/02/2024,09/04/2024,Texarkana
09/04/2024,"Basler Plastics, LLC",Hays,Rural Capital WDA,41,12/31/2024,09/04/2024,San Marcos
08/30/2024,"HCL America, Inc. (HCL Tech)",Collin,North Central Texas WDA,43,11/01/2024,08/30/2024,Frisco
08/28/2024,Signify North America Corporation-Genlyte Thomas LLC (Updated),Hays,Rural Capital WDA,109,08/02/2024,08/28/2024,San Marcos
08/27/2024,Callaway Golf Interactive Inc,Travis,Capital Area WDA,28,10/28/2024,08/27/2024,Austin
08/21/2024,VSPOne Dallas (VSP Optical Group),Denton,North Central Texas WDA,69,10/18/2024,08/21/2024,Lewisville
09/23/2024,Cygnus Home Services LLC. (San Antonio) Yelloh,Bexar,Alamo WDA,11,11/22/2024,09/23/2024,San Antonio
09/23/2024,Cygnus Home Services LLC. (Lewisville) Yelloh,Denton,North Central Texas WDA,25,11/22/2024,09/23/2024,Lewisville
09/19/2024,Expedia Group Inc. (Austin),Travis,Capital Area WDA,57,11/18/2024,09/19/2024,Austin
11/12/2024,Exxon Mobile (Las Colinas Office),Dallas,Dallas County WDA,376,12/31/2024,11/12/2024,Irving
11/12/2024,Kuehne + Nagel (KN),Denton,None,68,12/13/2024,11/12/2024,Lewisville
11/12/2024,Exxon Mobil (Midland #1),Midland,Permian Basin WDA,9,12/31/2024,11/12/2024,Midland
11/12/2024,Exxon Mobil (Midland #3),Midland,Permian Basin WDA,9,12/31/2024,11/12/2024,Midland
11/05/2024,"WIT Services Co., LLC",Erath,North Central Texas WDA,15,12/27/2024,11/05/2024,Stephenville
11/05/2024,"Paragon Industries, Inc.",Erath,North Central Texas WDA,70,01/10/2025,11/05/2024,Stephenville
10/30/2024,Alcom LLC,McLennan,Heart of Texas WDA,83,12/16/2024,10/30/2024,Waco
10/29/2024,DHL Supply Chain (Missouri City 2024),Fort Bend,Gulf Coast WDA,43,01/13/2025,10/29/2024,Missouri City
10/29/2024,DHL Supply Chain (Sugar Land 2024),Fort Bend,Gulf Coast WDA,10,01/13/2025,10/29/2024,Sugar Land
10/29/2024,Marathon Oil Corporation,Harris,Gulf Coast WDA,500,05/28/2024,10/29/2024,Houston
10/24/2024,Sodexo (Alcon Labs),Tarrant,Tarrant County WDA,70,12/24/2024,10/24/2024,Fort Worth
10/23/2024,Wolfspeed,Dallas,Dallas County WDA,73,11/23/2024,10/23/2024,Farmers Branch
10/23/2024,"True Value Company, L.L.C.",Navarro,North Central Texas WDA,107,12/14/2024,10/23/2024,Corsicana
10/22/2024,DENNIS Uniform,Tarrant,Tarrant County WDA,139,10/19/2024,10/22/2024,Fort Worth
10/16/2024,Intel Corporation,Travis,Capital Area WDA,251,11/15/2024,10/16/2024,Austin
10/16/2024,"National Fire & Safety, Inc",Dallas,Dallas County WDA,99,12/16/2024,10/16/2024,Dallas
10/16/2024,MP2 Energy LLC (Shell Energy),Harris,Gulf Coast WDA,103,12/13/2024,10/16/2024,Houston
10/10/2024,"Jabil, Inc.",Collin,North Central Texas WDA,136,12/06/2024,10/10/2024,Richardson
10/10/2024,International Paper Company San Antonio,Bexar,Alamo WDA,89,11/18/2024,10/10/2024,San Antonio
12/11/2024,"Get Fresh Produce, LLC",Harris,Gulf Coast WDA,44,01/19/2025,12/11/2024,Houston
12/11/2024,United Language Group,Bexar,Alamo WDA,60,02/07/2025,12/11/2024,San Antonio
12/11/2024,DallasNews Corporation,Collin,North Central Texas WDA,75,02/01/2025,12/11/2024,Plano
12/04/2024,TTEC Government Solutions,Travis,Capital Area WDA,650,02/07/2025,12/04/2024,Austin
11/25/2024,"SDH Service East, LLC",Bexar,Alamo WDA,166,01/23/2024,11/25/2024,San Antonio
11/25/2024,Exxon Mobil Corporation (Big Lake) #1,Reagan,Concho Valley WDA,1,12/31/2024,11/25/2024,Big Lake
11/25/2024,Exxon Mobil Corporation (Big Lake) #2,Reagan,Concho Valley WDA,2,03/31/2025,11/25/2024,Big Lake
11/19/2024,Advanced Auto Parts (Grand Prairie),Dallas,Dallas County WDA,10,02/14/2025,11/19/2024,Grand Prairie
11/19/2024,Advanced Auto Parts (Forest Hill),Tarrant,Tarrant County WDA,9,02/11/2025,11/19/2024,Forest Hill
11/19/2024,Advanced Auto Parts (Mccart Ave.),Tarrant,Tarrant County WDA,9,02/11/2025,11/19/2024,Fort Worth
11/19/2024,Advanced Auto Parts (Josey Ln),Dallas,Dallas County WDA,10,02/10/2025,11/19/2024,Dallas
11/19/2024,Advanced Auto Parts (Camp Bowie),Tarrant,Tarrant County WDA,11,02/09/2025,11/19/2024,Fort Worth
11/19/2024,Advanced Auto Parts (Carroll Avenue),Dallas,Dallas County WDA,8,02/10/2025,11/19/2024,Dallas
11/19/2024,Advanced Auto Parts #6855 (Pearland),Brazoria,Gulf Coast WDA,10,02/15/2025,11/19/2024,Pearland
11/19/2024,Advanced Auto Parts (Garland),Dallas,Dallas County WDA,10,02/12/2025,11/19/2024,Garland
11/19/2024,Advanced Auto Parts # 8054 (Cypress),Harris,Gulf Coast WDA,12,02/15/2025,11/19/2024,Cypress
11/19/2024,Advanced Auto Parts # 8169 (Houston),Harris,Gulf Coast WDA,8,02/13/2025,11/19/2024,Houston
11/19/2024,Advanced Auto Parts # 7993 (Conroe),Montgomery,Gulf Coast WDA,6,01/29/2025,11/19/2024,Conroe
11/19/2024,Advanced Auto Parts # 8046 (Spring),Montgomery,Gulf Coast WDA,11,02/15/2025,11/19/2024,Spring
11/19/2024,Advanced Auto Parts # 8489 (Houston II),Harris,Gulf Coast WDA,7,01/27/2025,11/19/2024,Houston
11/18/2024,Advanced Auto Parts# 7776 (Plano),Collin,North Central Texas WDA,12,02/15/2025,11/18/2024,Plano
11/18/2024,Advanced Auto Parts #7912 (Plano),Collin,North Central Texas WDA,10,02/12/2025,11/18/2024,Plano
11/18/2024,Advanced Auto Parts# 7734 (Burleson),Johnson,North Central Texas WDA,1,02/12/2024,11/18/2024,Burleson
01/15/2025,Macy's - Houston (Almeda),Harris,Gulf Coast WDA,72,03/18/2025,01/15/2025,Houston
01/14/2025,RR Donnelley,Nacogdoches,Deep East Texas WDA,88,03/15/2025,01/14/2025,Nacogdoches
01/14/2025,"COSMAX NBT USA, INC #1",Dallas,Dallas County WDA,80,02/28/2025,01/14/2025,Garland
01/09/2025,"Scentsy, Inc.",Dallas,Dallas County WDA,94,03/01/2025,01/09/2025,Coppell
01/08/2025,Commanche Peak Nuclear Power Plant,Somervell,North Central Texas WDA,86,01/31/2025,01/08/2025,Glen Rose
01/08/2025,Crothall Healthcare-Houston,Harris,Gulf Coast WDA,69,12/15/2024,01/08/2025,Houston
01/07/2025,"ICON Technology, Inc.",Travis,Capital Area WDA,114,03/08/2025,01/07/2025,Austin
12/27/2024,"Tenneco, Inc.",El Paso,Borderplexjobs WDA,140,02/15/2025,12/27/2024,El Paso
12/18/2024,Stealth Monitoring,Collin,Dallas County WDA,29,02/11/2025,12/18/2024,Addison
02/11/2025,Animal Supply Co. LLC,Tarrant,Tarrant County WDA,145,02/21/2025,02/11/2025,Grand Prairie
02/11/2025,Catholic Charities of Dallas (Refuge Resettlement Program),Dallas,Dallas County WDA,63,02/11/2025,02/11/2025,Dallas
02/11/2025,Propio Language Services,Bexar,Alamo WDA,40,02/11/2025,02/11/2025,San Antonio
02/10/2025,Catholic Charities Archdiocese Of Galveston-Houston (Louisiana Street),Harris,Gulf Coast WDA,11,02/07/2025,02/10/2025,Houston
02/10/2025,Catholic Charities Archdiocese Of Galveston-Houston (Smith Street),Harris,Gulf Coast WDA,43,02/07/2025,02/10/2025,Houston
02/10/2025,Catholic Charities Archdiocese Of Galveston-Houston (Bering Drive),Harris,Gulf Coast WDA,58,02/07/2025,02/10/2025,Houston
02/10/2025,Catholic Charities Archdiocese Of Galveston-Houston (San Felipe),Harris,Gulf Coast WDA,8,02/07/2025,02/10/2025,Houston
02/05/2025,Syzygy Plasmonics,Harris,Gulf Coast WDA,58,03/31/2025,02/05/2025,Houston
02/05/2025,Syzygy Plasmonics (Kirby),Harris,Gulf Coast WDA,10,03/31/2025,02/05/2025,Houston
02/05/2025,"LX Pantos America, Inc.",Tarrant,Tarrant County WDA,131,04/04/2025,02/05/2025,Fort Worth
02/05/2025,Pathlight Property Management (OPVHHJV LLC),Collin,North Central Texas WDA,192,03/31/2025,02/05/2025,Plano
02/05/2025,Hll Mission Technologies(Administrative Office of the US Courts (AOUSC),Bexar,Alamo WDA,56,03/31/2025,02/05/2025,San Antonio
01/30/2025,One TouchPoint,Travis,Capital Area WDA,43,01/31/2025,01/30/2025,Austin
01/29/2025,S & B Engineers and Constructors (Eastman),Gregg,East Texas WDA,43,03/28/2025,01/29/2025,Longview
01/29/2025,Allied Aviation-Southlake,Tarrant,Tarrant County WDA,362,03/31/2025,01/29/2025,Southlake
01/29/2025,Manpower Group (Irving),Dallas,Dallas County WDA,173,03/28/2025,01/29/2025,Irving
01/27/2025,"Construction Specialties Platforn Holdings, LLC",Denton,North Central Texas WDA,89,03/31/2025,01/27/2025,Denton
01/21/2025,"Chalk Mountain Services of Texas of Texas, LLC (Pleasanton)",Atascosa,Alamo WDA,1,02/02/2025,01/21/2025,Pleasanton
03/12/2025,Grocery Delivery E Services USA DBA Hello Fresh (Tarrant),Tarrant,Tarrant County WDA,273,05/13/2025,03/12/2025,Grand Prairie
03/12/2025,Constellis LLC (Laredo Border Station),Webb,South Texas WDA,121,03/07/2025,03/12/2025,Laredo
03/12/2025,Constellis LLC (Laredo #2),Webb,South Texas WDA,30,03/07/2025,03/12/2025,Laredo
03/12/2025,Chewy Inc. Fullfillment Center,Dallas,Dallas County WDA,674,05/10/2025,03/12/2025,Dallas
03/12/2025,"De La Paz Cleaning and Rental Services, LLC (Laredo)",Webb,South Texas WDA,142,03/07/2025,03/12/2025,Laredo
03/12/2025,Country Pure Foods,Harris,Gulf Coast WDA,60,05/09/2025,03/12/2025,Houston
03/11/2025,Interfaith Ministries Of Greater Houston (Refugee Services Program),Harris,Gulf Coast WDA,101,03/14/2025,03/11/2025,Houston
03/11/2025,"De La Paz Cleaning and Rental Services, LLC (North Eagle Pass)",Maverick,Middle Rio Grande WDA,60,03/03/2025,03/11/2025,Eagle Pass
03/11/2025,"De La Paz Cleaning and Rental Services, LLC (Donna)",Hidalgo,Lower Rio Grande Valley WDA,125,03/07/2025,03/11/2025,Donna
03/11/2025,"Centerra (Constellis, LLC)",Hidalgo,Lower Rio Grande Valley WDA,23,03/07/2025,03/11/2025,McAllen
03/10/2025,"Catholic Charities, Diocese of Fort Worth, INC",Tarrant,Tarrant County WDA,169,03/14/2025,03/10/2025,Fort Worth
03/06/2025,Ryder -Hutchins,Dallas,Dallas County WDA,110,05/10/2025,03/06/2025,Hutchins
03/06/2025,"Hatco, Inc",Gregg,East Texas WDA,68,02/27/2025,03/06/2025,Longview
03/05/2025,Pure Safety Group Inc. DBA Guardian Fall,Harris,Gulf Coast WDA,59,03/20/2025,03/05/2025,Houston
03/05/2025,"LUKE Holdings, Inc. (Del Rio)",Val Verde,Middle Rio Grande WDA,36,02/28/2025,03/05/2025,Del Rio
03/05/2025,"LUKE Holdings, Inc. (Donna)",Hidalgo,Lower Rio Grande Valley WDA,201,02/28/2025,03/05/2025,Donna
03/05/2025,"LUKE Holdings, Inc (Eagle Pass)",Maverick,Middle Rio Grande WDA,129,02/28/2025,03/05/2025,Eagle Pass
03/03/2025,JELD -WEN -Coppell,Dallas,Dallas County WDA,56,04/28/2025,03/03/2025,Coppell
03/03/2025,"LUKE Holdings, Inc.(Laredo)",Webb,South Texas WDA,73,02/28/2025,03/03/2025,Laredo
03/03/2025,"LUKE Holdings, Inc. (El Paso)",El Paso,Borderplexjobs WDA,227,02/28/2025,03/03/2025,El Paso
02/26/2025,MVM,El Paso,Borderplexjobs WDA,247,03/18/2025,02/26/2025,El Paso
02/26/2025,"MVM, Inc. (McAllen)",Hidalgo,Lower Rio Grande Valley WDA,132,03/18/2025,02/26/2025,McAllen
02/25/2025,Houston Refining LP (2025),Harris,Gulf Coast WDA,345,04/17/2025,02/25/2025,Houston
02/24/2025,Christus Health Santa Rosa Medical Center,Bexar,Alamo WDA,479,04/25/2025,02/24/2025,San Antonio
02/24/2025,L3Harris Technologies (JAVA MAN Program),Rockwall,North Central Texas WDA,179,04/22/2025,02/24/2025,Rockwall
02/19/2025,Southwest - Dallas Lovefield Airport,Dallas,Dallas County WDA,626,04/22/2025,02/19/2025,Dallas
02/19/2025,Neiman Marcus-One Marcus Square,Dallas,Dallas County WDA,1,03/31/2025,02/19/2025,Dallas
02/18/2025,Raices,Bexar,Alamo WDA,61,02/12/2025,02/18/2025,San Antonio
04/23/2025,"Graphic Solutions, Inc. (Spring Valley)",Dallas,Dallas County WDA,64,06/13/2025,04/23/2025,Dallas
04/23/2025,"Graphic Solutions, Inc (Welch Rd)",Dallas,Dallas County WDA,2,06/13/2025,04/23/2025,Dallas
04/23/2025,Graphic Solutuions Inc. (Farmers Branch),Dallas,Dallas County WDA,5,06/13/2025,04/23/2025,Farmers Branch
04/16/2025,MedStar Mobile Healthcare,Tarrant,Tarrant County WDA,589,07/01/2025,04/16/2025,Fort Worth
04/16/2025,Virtex Enterprises LP,Travis,Capital Area WDA,84,06/14/2025,04/16/2025,Austin
04/08/2025,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)San Felipe,Harris,Gulf Coast WDA,36,03/31/2025,04/08/2025,Houston
04/08/2025,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)Louisiana Street,Harris,Gulf Coast WDA,6,,04/08/2025,Houston
04/08/2025,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)Collins Road,Fort Bend,Gulf Coast WDA,2,03/31/2025,04/08/2025,Richmond
04/08/2025,Catholic Charities Archdiocese Of Galveston-Houston (Cabrini CFLA)South Loop West,Harris,Gulf Coast WDA,1,03/31/2025,04/08/2025,Houston
04/08/2025,US Cellular Corporation,Archer,Heart of Texas WDA,1,06/02/2025,04/08/2025,Wichita Falls
04/08/2025,"Movate, Inc.",Bell,North Central Texas WDA,51,05/31/2025,04/08/2025,Temple
04/08/2025,Raices (April 2025),Bexar,Alamo WDA,159,04/02/2025,04/08/2025,San Antonio
04/02/2025,Southeast Service Corporation Services for Education (Georgetown ISD),Williamson,None,60,05/31/2025,04/02/2025,Georgetown
04/02/2025,Envision Physician Services LLC,Bexar,Alamo WDA,120,05/31/2025,04/02/2025,San Antonio
04/02/2025,Denali,Collin,North Central Texas WDA,28,06/02/2025,04/02/2025,Plano
03/26/2025,VF's Dickies Headquarters,Tarrant,Tarrant County WDA,125,05/30/2025,03/26/2025,Fort Worth
03/26/2025,American Bar Association (ProBAR),Cameron,Cameron County WDA,191,05/19/2025,03/26/2025,Harlingen
03/26/2025,Waco Family Medicine (Meyer Center),McLennan,Heart of Texas WDA,52,03/21/2025,03/26/2025,Waco
03/26/2025,SouthState Bank,Collin,North Central Texas WDA,141,05/31/2025,03/26/2025,McKinney
03/26/2025,Durhan School Services-Wichita Falls,Archer,North Texas WDA,1,06/30/2025,03/26/2025,Wichita Falls
03/26/2025,Waco Family Medicine (Bell's Hill),McLennan,Heart of Texas WDA,52,03/21/2025,03/26/2025,Waco
03/26/2025,Waco Familly Medicine (MCC),McLennan,Heart of Texas WDA,52,03/21/2025,03/26/2025,Waco
03/19/2025,"BH Security, LLC DBA Brinks Home",Dallas,Dallas County WDA,61,06/30/2025,03/19/2025,Dallas
03/18/2025,"Church World Service, Inc.",Harris,Gulf Coast WDA,63,02/03/2025,03/18/2025,Houston
03/17/2025,"C&S Family of Companies (GSC Wholesale, LLC)",Harris,Gulf Coast WDA,21,03/14/2025,03/17/2025,Houston
05/28/2025,Texana Center (Building A) Airport Service Center,Fort Bend,Gulf Coast WDA,27,05/21/2025,05/28/2025,Rosenberg
05/28/2025,Texana Center (Building B) Airport Service Center,Fort Bend,Gulf Coast WDA,25,05/21/2025,05/28/2025,Rosenberg
05/28/2025,Texana Center El Campo Learning Center,Wharton,Gulf Coast WDA,9,05/21/2025,05/28/2025,El Campo
05/28/2025,Texana Center Glenn Lakes Group Home,Fort Bend,Gulf Coast WDA,7,05/21/2025,05/28/2025,Missouri City
05/28/2025,Texana Center North Street Group Home,Fort Bend,Gulf Coast WDA,7,05/21/2025,05/28/2025,Rosenberg
05/28/2025,Texana Center Aqua Vista Group,Fort Bend,Heart of Texas WDA,4,05/21/2025,05/28/2025,Rosenberg
05/28/2025,Texana Center Russeff Filed  Home,Fort Bend,Gulf Coast WDA,5,05/21/2025,05/28/2025,Rosenberg
05/28/2025,Texana Center Dovecoft Group Home,Fort Bend,Gulf Coast WDA,6,05/21/2025,05/28/2025,Rosenberg
